CustomerID,ReasonForLeaving,OverallExperience,SpecificIssues,Suggestions,FollowUp,ChurnType
CUST107169,None,Very Satisfied,None,None,No,Loyal
CUST107170,None,Very Satisfied,None,None,No,Engaged
CUST107171,None,Dissatisfied,None,None,No,Active
CUST107172,None,Very Satisfied,None,None,No,Active
CUST107173,None,Very Dissatisfied,None,None,No,Loyal
CUST107174,None,Very Dissatisfied,None,None,No,Engaged
CUST107175,None,Satisfied,None,None,No,Engaged
CUST107176,None,Very Dissatisfied,None,None,No,Active
CUST107177,Other,Dissatisfied,Customer service problems,Better customer support,No,Downgrade
CUST107178,None,Neutral,None,None,No,Loyal
CUST107179,None,Very Satisfied,None,None,No,Engaged
CUST107180,None,Very Satisfied,None,None,No,Active
CUST107181,None,Very Satisfied,None,None,No,Loyal
CUST107182,None,Dissatisfied,None,None,No,Active
CUST107183,High prices,Satisfied,Damaged products,Better customer support,Yes,Inactive
CUST107184,None,Satisfied,None,None,No,Engaged
CUST107185,None,Neutral,None,None,No,Loyal
CUST107186,None,Satisfied,None,None,No,Engaged
CUST107187,None,Dissatisfied,None,None,No,Active
CUST107188,None,Satisfied,None,None,No,Engaged
CUST107189,None,Neutral,None,None,No,Loyal
CUST107190,None,Very Satisfied,None,None,No,Active
CUST107191,None,Very Satisfied,None,None,No,Engaged
CUST107192,Delivery issues,Neutral,Late deliveries,Increase selection,No,Involuntary
CUST107193,None,Very Satisfied,None,None,No,Active
CUST107194,None,Neutral,None,None,No,Engaged
CUST107195,Other,Very Dissatisfied,Damaged products,Increase selection,No,Inactive
CUST107196,Better options elsewhere,Dissatisfied,Payment issues,Lower prices,Yes,Downgrade
CUST107197,None,Dissatisfied,None,None,No,Engaged
CUST107198,Better options elsewhere,Very Dissatisfied,Late deliveries,Better customer support,No,Involuntary
CUST107199,None,Very Satisfied,None,None,No,Active
CUST107200,None,Very Satisfied,None,None,No,Active
CUST107201,None,Dissatisfied,None,None,No,Active
CUST107202,None,Very Dissatisfied,None,None,No,Loyal
CUST107203,Limited selection,Dissatisfied,None,Increase selection,No,Inactive
CUST107204,Other,Very Dissatisfied,Late deliveries,Improve product quality,Yes,Downgrade
CUST107205,None,Satisfied,None,None,No,Active
CUST107206,None,Neutral,None,None,No,Loyal
CUST107207,None,Very Satisfied,None,None,No,Loyal
CUST107208,None,Satisfied,None,None,No,Active
CUST107209,None,Neutral,None,None,No,Engaged
CUST107210,None,Neutral,None,None,No,Active
CUST107211,None,Very Satisfied,None,None,No,Engaged
CUST107212,None,Dissatisfied,None,None,No,Active
CUST107213,None,Neutral,None,None,No,Loyal
CUST107214,None,Satisfied,None,None,No,Engaged
CUST107215,None,Very Dissatisfied,None,None,No,Loyal
CUST107216,None,Dissatisfied,None,None,No,Engaged
CUST107217,None,Dissatisfied,None,None,No,Active
CUST107218,None,Satisfied,None,None,No,Engaged
CUST107219,None,Satisfied,None,None,No,Loyal
CUST107220,None,Very Dissatisfied,None,None,No,Engaged
CUST107221,None,Satisfied,None,None,No,Engaged
CUST107222,None,Dissatisfied,None,None,No,Loyal
CUST107223,Better options elsewhere,Very Dissatisfied,Late deliveries,Improve product quality,Yes,Voluntary
CUST107224,None,Very Dissatisfied,None,None,No,Loyal
CUST107225,None,Dissatisfied,None,None,No,Loyal
CUST107226,None,Satisfied,None,None,No,Active
CUST107227,None,Very Dissatisfied,None,None,No,Loyal
CUST107228,None,Very Dissatisfied,None,None,No,Engaged
CUST107229,None,Dissatisfied,None,None,No,Loyal
CUST107230,None,Very Satisfied,None,None,No,Active
CUST107231,None,Neutral,None,None,No,Engaged
CUST107232,None,Neutral,None,None,No,Loyal
CUST107233,Poor product quality,Very Dissatisfied,Customer service problems,Lower prices,No,Voluntary
CUST107234,None,Neutral,None,None,No,Engaged
CUST107235,None,Dissatisfied,None,None,No,Loyal
CUST107236,None,Dissatisfied,None,None,No,Loyal
CUST107237,None,Very Satisfied,None,None,No,Engaged
CUST107238,None,Very Satisfied,None,None,No,Loyal
CUST107239,None,Satisfied,None,None,No,Active
CUST107240,Delivery issues,Neutral,None,Lower prices,No,Inactive
CUST107241,None,Dissatisfied,None,None,No,Loyal
CUST107242,None,Satisfied,None,None,No,Loyal
CUST107243,None,Very Satisfied,None,None,No,Engaged
CUST107244,Delivery issues,Very Satisfied,Payment issues,Lower prices,No,Involuntary
CUST107245,None,Neutral,None,None,No,Active
CUST107246,None,Dissatisfied,None,None,No,Active
CUST107247,None,Very Satisfied,None,None,No,Active
CUST107248,None,Dissatisfied,None,None,No,Engaged
CUST107249,None,Very Satisfied,None,None,No,Engaged
CUST107250,None,Satisfied,None,None,No,Engaged
CUST107251,None,Satisfied,None,None,No,Active
CUST107252,None,Satisfied,None,None,No,Engaged
CUST107253,None,Satisfied,None,None,No,Engaged
CUST107254,None,Satisfied,None,None,No,Engaged
CUST107255,None,Very Dissatisfied,None,None,No,Loyal
CUST107256,None,Dissatisfied,None,None,No,Active
CUST107257,None,Very Dissatisfied,None,None,No,Engaged
CUST107258,None,Very Dissatisfied,None,None,No,Active
CUST107259,None,Neutral,None,None,No,Engaged
CUST107260,High prices,Very Satisfied,Late deliveries,Increase selection,No,Inactive
CUST107261,None,Satisfied,None,None,No,Loyal
CUST107262,None,Dissatisfied,None,None,No,Engaged
CUST107263,None,Neutral,None,None,No,Engaged
CUST107264,Delivery issues,Satisfied,Customer service problems,Better customer support,Yes,Inactive
CUST107265,None,Very Satisfied,None,None,No,Active
CUST107266,None,Satisfied,None,None,No,Active
CUST107267,High prices,Dissatisfied,Damaged products,Lower prices,No,Voluntary
CUST107268,None,Neutral,None,None,No,Engaged
CUST107269,None,Very Dissatisfied,None,None,No,Engaged
CUST107270,Other,Very Satisfied,Payment issues,Better customer support,No,Inactive
CUST107271,None,Dissatisfied,None,None,No,Active
CUST107272,None,Very Dissatisfied,None,None,No,Active
CUST107273,None,Dissatisfied,None,None,No,Engaged
CUST107274,None,Neutral,None,None,No,Loyal
CUST107275,None,Very Satisfied,None,None,No,Engaged
CUST107276,None,Very Satisfied,None,None,No,Loyal
CUST107277,None,Satisfied,None,None,No,Active
CUST107278,None,Very Dissatisfied,None,None,No,Engaged
CUST107279,None,Dissatisfied,None,None,No,Active
CUST107280,None,Very Satisfied,None,None,No,Loyal
CUST107281,None,Very Satisfied,None,None,No,Active
CUST107282,None,Dissatisfied,None,None,No,Active
CUST107283,Poor product quality,Very Dissatisfied,Customer service problems,Increase selection,No,Downgrade
CUST107284,Other,Dissatisfied,Late deliveries,Better customer support,No,Inactive
CUST107285,None,Very Dissatisfied,None,None,No,Engaged
CUST107286,None,Very Dissatisfied,None,None,No,Loyal
CUST107287,None,Satisfied,None,None,No,Active
CUST107288,Other,Satisfied,Late deliveries,Lower prices,Yes,Voluntary
CUST107289,None,Dissatisfied,None,None,No,Active
CUST107290,None,Very Satisfied,None,None,No,Active
CUST107291,None,Neutral,None,None,No,Loyal
CUST107292,High prices,Satisfied,Customer service problems,Better customer support,No,Inactive
CUST107293,Poor product quality,Neutral,Payment issues,Increase selection,Yes,Downgrade
CUST107294,None,Neutral,None,None,No,Active
CUST107295,None,Very Dissatisfied,None,None,No,Active
CUST107296,Poor product quality,Satisfied,Damaged products,Enhance delivery service,No,Voluntary
CUST107297,None,Very Satisfied,None,None,No,Loyal
CUST107298,Poor product quality,Dissatisfied,Payment issues,Enhance delivery service,No,Involuntary
CUST107299,Better options elsewhere,Satisfied,Customer service problems,Increase selection,Yes,Downgrade
CUST107300,Other,Neutral,Payment issues,Better customer support,Yes,Involuntary
CUST107301,None,Dissatisfied,None,None,No,Engaged
CUST107302,None,Neutral,None,None,No,Engaged
CUST107303,None,Neutral,None,None,No,Loyal
CUST107304,None,Dissatisfied,None,None,No,Loyal
CUST107305,None,Very Dissatisfied,None,None,No,Loyal
CUST107306,Delivery issues,Neutral,Customer service problems,Better customer support,Yes,Involuntary
CUST107307,None,Very Dissatisfied,None,None,No,Loyal
CUST107308,None,Very Dissatisfied,None,None,No,Engaged
CUST107309,None,Very Satisfied,None,None,No,Active
CUST107310,None,Dissatisfied,None,None,No,Engaged
CUST107311,None,Dissatisfied,None,None,No,Engaged
CUST107312,None,Very Dissatisfied,None,None,No,Loyal
CUST107313,None,Very Satisfied,None,None,No,Engaged
CUST107314,None,Satisfied,None,None,No,Engaged
CUST107315,None,Satisfied,None,None,No,Loyal
CUST107316,Other,Satisfied,None,Enhance delivery service,Yes,Inactive
CUST107317,Other,Very Dissatisfied,Payment issues,Enhance delivery service,Yes,Inactive
CUST107318,None,Dissatisfied,None,None,No,Engaged
CUST107319,None,Very Dissatisfied,None,None,No,Engaged
CUST107320,None,Neutral,None,None,No,Loyal
CUST107321,None,Satisfied,None,None,No,Engaged
CUST107322,None,Neutral,None,None,No,Engaged
CUST107323,None,Dissatisfied,None,None,No,Loyal
CUST107324,None,Satisfied,None,None,No,Loyal
CUST107325,None,Very Satisfied,None,None,No,Active
CUST107326,None,Satisfied,None,None,No,Engaged
CUST107327,None,Very Satisfied,None,None,No,Loyal
CUST107328,High prices,Neutral,Late deliveries,Lower prices,Yes,Involuntary
CUST107329,None,Very Dissatisfied,None,None,No,Engaged
CUST107330,None,Satisfied,None,None,No,Active
CUST107331,Limited selection,Neutral,Customer service problems,Lower prices,Yes,Inactive
CUST107332,None,Satisfied,None,None,No,Loyal
CUST107333,None,Dissatisfied,None,None,No,Active
CUST107334,Delivery issues,Dissatisfied,Late deliveries,Improve product quality,No,Downgrade
CUST107335,None,Dissatisfied,None,None,No,Active
CUST107336,None,Very Satisfied,None,None,No,Engaged
CUST107337,None,Dissatisfied,None,None,No,Engaged
CUST107338,None,Neutral,None,None,No,Loyal
CUST107339,None,Very Satisfied,None,None,No,Loyal
CUST107340,None,Very Satisfied,None,None,No,Engaged
CUST107341,Other,Very Satisfied,None,Lower prices,Yes,Inactive
CUST107342,None,Very Dissatisfied,None,None,No,Active
CUST107343,None,Dissatisfied,None,None,No,Active
CUST107344,None,Dissatisfied,None,None,No,Loyal
CUST107345,None,Neutral,None,None,No,Engaged
CUST107346,High prices,Satisfied,Customer service problems,Better customer support,Yes,Inactive
CUST107347,Delivery issues,Very Dissatisfied,Customer service problems,Better customer support,No,Downgrade
CUST107348,None,Very Dissatisfied,None,None,No,Loyal
CUST107349,None,Neutral,None,None,No,Engaged
CUST107350,None,Neutral,None,None,No,Loyal
CUST107351,None,Very Satisfied,None,None,No,Loyal
CUST107352,None,Dissatisfied,None,None,No,Active
CUST107353,None,Very Dissatisfied,None,None,No,Active
CUST107354,None,Dissatisfied,None,None,No,Loyal
CUST107355,None,Neutral,None,None,No,Active
CUST107356,None,Very Dissatisfied,None,None,No,Loyal
CUST107357,None,Dissatisfied,None,None,No,Active
CUST107358,None,Very Satisfied,None,None,No,Loyal
CUST107359,Better options elsewhere,Neutral,Customer service problems,Better customer support,No,Voluntary
CUST107360,None,Dissatisfied,None,None,No,Engaged
CUST107361,None,Satisfied,None,None,No,Loyal
CUST107362,None,Very Dissatisfied,None,None,No,Loyal
CUST107363,Better options elsewhere,Neutral,Damaged products,Increase selection,Yes,Involuntary
CUST107364,None,Very Dissatisfied,None,None,No,Active
CUST107365,Other,Dissatisfied,Late deliveries,Lower prices,Yes,Downgrade
CUST107366,None,Dissatisfied,None,None,No,Active
CUST107367,None,Neutral,None,None,No,Engaged
CUST107368,None,Very Satisfied,None,None,No,Loyal
CUST107369,None,Very Satisfied,None,None,No,Engaged
CUST107370,None,Very Dissatisfied,None,None,No,Loyal
CUST107371,None,Satisfied,None,None,No,Engaged
CUST107372,None,Dissatisfied,None,None,No,Engaged
CUST107373,Delivery issues,Neutral,Late deliveries,Better customer support,Yes,Voluntary
CUST107374,Limited selection,Neutral,None,Improve product quality,No,Involuntary
CUST107375,None,Neutral,None,None,No,Loyal
CUST107376,None,Neutral,None,None,No,Active
CUST107377,None,Dissatisfied,None,None,No,Active
CUST107378,High prices,Satisfied,Late deliveries,Lower prices,No,Involuntary
CUST107379,None,Very Satisfied,None,None,No,Active
CUST107380,None,Neutral,None,None,No,Engaged
CUST107381,None,Dissatisfied,None,None,No,Loyal
CUST107382,None,Dissatisfied,None,None,No,Active
CUST107383,None,Very Satisfied,None,None,No,Active
CUST107384,None,Satisfied,None,None,No,Active
CUST107385,Other,Satisfied,Damaged products,Enhance delivery service,Yes,Voluntary
CUST107386,None,Dissatisfied,None,None,No,Active
CUST107387,None,Satisfied,None,None,No,Loyal
CUST107388,None,Satisfied,None,None,No,Active
CUST107389,None,Neutral,None,None,No,Engaged
CUST107390,None,Neutral,None,None,No,Engaged
CUST107391,None,Very Satisfied,None,None,No,Engaged
CUST107392,Limited selection,Very Satisfied,Payment issues,Better customer support,Yes,Downgrade
CUST107393,None,Satisfied,None,None,No,Active
CUST107394,None,Neutral,None,None,No,Loyal
CUST107395,None,Dissatisfied,None,None,No,Loyal
CUST107396,None,Very Satisfied,None,None,No,Loyal
CUST107397,None,Satisfied,None,None,No,Engaged
CUST107398,None,Dissatisfied,None,None,No,Active
CUST107399,None,Very Dissatisfied,None,None,No,Loyal
CUST107400,Other,Neutral,Damaged products,Enhance delivery service,Yes,Inactive
CUST107401,None,Very Satisfied,None,None,No,Active
CUST107402,None,Satisfied,None,None,No,Active
CUST107403,None,Very Dissatisfied,None,None,No,Engaged
CUST107404,None,Very Dissatisfied,None,None,No,Loyal
CUST107405,None,Very Satisfied,None,None,No,Loyal
CUST107406,None,Dissatisfied,None,None,No,Active
CUST107407,None,Very Satisfied,None,None,No,Engaged
CUST107408,None,Very Satisfied,None,None,No,Loyal
CUST107409,None,Very Satisfied,None,None,No,Engaged
CUST107410,None,Dissatisfied,None,None,No,Engaged
CUST107411,None,Satisfied,None,None,No,Loyal
CUST107412,None,Satisfied,None,None,No,Engaged
CUST107413,None,Dissatisfied,None,None,No,Active
CUST107414,None,Dissatisfied,None,None,No,Active
CUST107415,None,Very Satisfied,None,None,No,Engaged
CUST107416,None,Very Dissatisfied,None,None,No,Loyal
CUST107417,None,Neutral,None,None,No,Loyal
CUST107418,None,Neutral,None,None,No,Loyal
CUST107419,None,Satisfied,None,None,No,Loyal
CUST107420,None,Very Satisfied,None,None,No,Engaged
CUST107421,Other,Neutral,Payment issues,Increase selection,No,Inactive
CUST107422,None,Very Dissatisfied,None,None,No,Engaged
CUST107423,None,Very Dissatisfied,None,None,No,Loyal
CUST107424,None,Satisfied,None,None,No,Loyal
CUST107425,None,Very Dissatisfied,None,None,No,Loyal
CUST107426,None,Very Satisfied,None,None,No,Active
CUST107427,None,Very Satisfied,None,None,No,Loyal
CUST107428,High prices,Neutral,Late deliveries,Enhance delivery service,Yes,Involuntary
CUST107429,None,Neutral,None,None,No,Loyal
CUST107430,None,Dissatisfied,None,None,No,Loyal
CUST107431,None,Satisfied,None,None,No,Loyal
CUST107432,None,Neutral,None,None,No,Active
CUST107433,Limited selection,Very Dissatisfied,Customer service problems,Increase selection,Yes,Downgrade
CUST107434,None,Dissatisfied,None,None,No,Loyal
CUST107435,None,Very Dissatisfied,None,None,No,Loyal
CUST107436,None,Dissatisfied,None,None,No,Engaged
CUST107437,None,Neutral,None,None,No,Active
CUST107438,None,Very Satisfied,None,None,No,Loyal
CUST107439,None,Very Satisfied,None,None,No,Engaged
CUST107440,None,Very Dissatisfied,None,None,No,Engaged
CUST107441,None,Very Satisfied,None,None,No,Engaged
CUST107442,None,Satisfied,None,None,No,Loyal
CUST107443,None,Very Dissatisfied,None,None,No,Engaged
CUST107444,None,Neutral,None,None,No,Active
CUST107445,None,Very Satisfied,None,None,No,Engaged
CUST107446,Limited selection,Very Dissatisfied,Late deliveries,Lower prices,No,Inactive
CUST107447,None,Very Dissatisfied,None,None,No,Active
CUST107448,Limited selection,Very Satisfied,Customer service problems,Better customer support,No,Voluntary
CUST107449,Better options elsewhere,Satisfied,Customer service problems,Increase selection,Yes,Involuntary
CUST107450,Limited selection,Neutral,Payment issues,Increase selection,Yes,Involuntary
CUST107451,Poor product quality,Neutral,Payment issues,Improve product quality,Yes,Downgrade
CUST107452,None,Neutral,None,None,No,Loyal
CUST107453,None,Very Satisfied,None,None,No,Active
CUST107454,None,Very Dissatisfied,None,None,No,Loyal
CUST107455,None,Very Dissatisfied,None,None,No,Active
CUST107456,None,Satisfied,None,None,No,Engaged
CUST107457,None,Very Satisfied,None,None,No,Active
CUST107458,None,Very Satisfied,None,None,No,Engaged
CUST107459,None,Satisfied,None,None,No,Engaged
CUST107460,None,Neutral,None,None,No,Active
CUST107461,None,Neutral,None,None,No,Active
CUST107462,None,Very Satisfied,None,None,No,Engaged
CUST107463,None,Neutral,None,None,No,Loyal
CUST107464,None,Dissatisfied,None,None,No,Active
CUST107465,None,Neutral,None,None,No,Active
CUST107466,None,Neutral,None,None,No,Loyal
CUST107467,None,Very Dissatisfied,None,None,No,Engaged
CUST107468,None,Very Dissatisfied,None,None,No,Loyal
CUST107469,None,Satisfied,None,None,No,Active
CUST107470,None,Neutral,None,None,No,Loyal
CUST107471,None,Satisfied,None,None,No,Engaged
CUST107472,None,Satisfied,None,None,No,Engaged
CUST107473,None,Very Dissatisfied,None,None,No,Loyal
CUST107474,None,Very Dissatisfied,None,None,No,Loyal
CUST107475,None,Neutral,None,None,No,Engaged
CUST107476,Other,Very Satisfied,Late deliveries,Increase selection,No,Inactive
CUST107477,None,Very Dissatisfied,None,None,No,Active
CUST107478,Better options elsewhere,Satisfied,Customer service problems,Increase selection,No,Voluntary
CUST107479,None,Very Satisfied,None,None,No,Engaged
CUST107480,None,Dissatisfied,None,None,No,Engaged
CUST107481,None,Neutral,None,None,No,Active
CUST107482,None,Neutral,None,None,No,Active
CUST107483,Better options elsewhere,Dissatisfied,Payment issues,Lower prices,Yes,Voluntary
CUST107484,None,Satisfied,None,None,No,Engaged
CUST107485,None,Very Dissatisfied,None,None,No,Engaged
CUST107486,None,Very Dissatisfied,None,None,No,Engaged
CUST107487,Better options elsewhere,Satisfied,Damaged products,Lower prices,No,Inactive
CUST107488,None,Neutral,None,None,No,Active
CUST107489,None,Very Dissatisfied,None,None,No,Loyal
CUST107490,None,Neutral,None,None,No,Engaged
CUST107491,Limited selection,Dissatisfied,Late deliveries,Better customer support,No,Involuntary
CUST107492,None,Satisfied,None,None,No,Active
CUST107493,None,Very Satisfied,None,None,No,Loyal
CUST107494,None,Very Satisfied,None,None,No,Engaged
CUST107495,None,Very Satisfied,None,None,No,Active
CUST107496,None,Very Satisfied,None,None,No,Loyal
CUST107497,Poor product quality,Satisfied,Payment issues,Lower prices,No,Inactive
CUST107498,None,Very Dissatisfied,None,None,No,Active
CUST107499,None,Very Satisfied,None,None,No,Engaged
CUST107500,High prices,Very Dissatisfied,Damaged products,Better customer support,No,Downgrade
CUST107501,Poor product quality,Satisfied,Damaged products,Enhance delivery service,Yes,Involuntary
CUST107502,None,Dissatisfied,None,None,No,Engaged
CUST107503,None,Satisfied,None,None,No,Active
CUST107504,None,Dissatisfied,None,None,No,Active
CUST107505,None,Satisfied,None,None,No,Loyal
CUST107506,None,Satisfied,None,None,No,Loyal
CUST107507,None,Very Dissatisfied,None,None,No,Active
CUST107508,Other,Very Satisfied,Payment issues,Better customer support,Yes,Inactive
CUST107509,None,Satisfied,None,None,No,Engaged
CUST107510,None,Very Dissatisfied,None,None,No,Loyal
CUST107511,None,Dissatisfied,None,None,No,Engaged
CUST107512,None,Neutral,None,None,No,Active
CUST107513,None,Very Dissatisfied,None,None,No,Engaged
CUST107514,None,Very Satisfied,None,None,No,Engaged
CUST107515,None,Very Satisfied,None,None,No,Loyal
CUST107516,None,Very Satisfied,None,None,No,Active
CUST107517,None,Satisfied,None,None,No,Active
CUST107518,None,Satisfied,None,None,No,Engaged
CUST107519,None,Very Satisfied,None,None,No,Loyal
CUST107520,None,Satisfied,None,None,No,Active
CUST107521,Limited selection,Dissatisfied,Customer service problems,Enhance delivery service,Yes,Involuntary
CUST107522,None,Very Satisfied,None,None,No,Active
CUST107523,None,Dissatisfied,None,None,No,Loyal
CUST107524,None,Very Dissatisfied,None,None,No,Engaged
CUST107525,Other,Very Satisfied,Late deliveries,Lower prices,No,Involuntary
CUST107526,None,Satisfied,None,None,No,Active
CUST107527,High prices,Very Dissatisfied,None,Lower prices,No,Involuntary
CUST107528,Limited selection,Very Satisfied,Payment issues,Enhance delivery service,No,Downgrade
CUST107529,None,Neutral,None,None,No,Active
CUST107530,None,Very Dissatisfied,None,None,No,Loyal
CUST107531,None,Satisfied,None,None,No,Loyal
CUST107532,None,Very Satisfied,None,None,No,Loyal
CUST107533,None,Dissatisfied,None,None,No,Loyal
CUST107534,None,Very Satisfied,None,None,No,Engaged
CUST107535,None,Neutral,None,None,No,Active
CUST107536,None,Very Dissatisfied,None,None,No,Active
CUST107537,Limited selection,Satisfied,Damaged products,Increase selection,Yes,Involuntary
CUST107538,None,Very Dissatisfied,None,None,No,Loyal
CUST107539,None,Neutral,None,None,No,Engaged
CUST107540,None,Very Satisfied,None,None,No,Loyal
CUST107541,None,Very Dissatisfied,None,None,No,Active
CUST107542,None,Very Dissatisfied,None,None,No,Engaged
CUST107543,None,Neutral,None,None,No,Active
CUST107544,None,Very Dissatisfied,None,None,No,Loyal
CUST107545,High prices,Very Dissatisfied,None,Better customer support,No,Inactive
CUST107546,None,Satisfied,None,None,No,Engaged
CUST107547,None,Neutral,None,None,No,Active
CUST107548,None,Neutral,None,None,No,Active
CUST107549,None,Very Dissatisfied,None,None,No,Engaged
CUST107550,None,Very Satisfied,None,None,No,Loyal
CUST107551,Other,Dissatisfied,Payment issues,Lower prices,Yes,Involuntary
CUST107552,Limited selection,Very Dissatisfied,Late deliveries,Improve product quality,No,Involuntary
CUST107553,None,Satisfied,None,None,No,Engaged
CUST107554,Delivery issues,Very Dissatisfied,Damaged products,Better customer support,Yes,Downgrade
CUST107555,None,Neutral,None,None,No,Active
CUST107556,None,Very Satisfied,None,None,No,Active
CUST107557,None,Neutral,None,None,No,Active
CUST107558,None,Neutral,None,None,No,Active
CUST107559,None,Neutral,None,None,No,Loyal
CUST107560,None,Satisfied,None,None,No,Loyal
CUST107561,None,Very Dissatisfied,None,None,No,Active
CUST107562,None,Very Satisfied,None,None,No,Loyal
CUST107563,None,Dissatisfied,None,None,No,Loyal
CUST107564,Other,Neutral,Payment issues,Improve product quality,No,Voluntary
CUST107565,None,Satisfied,None,None,No,Engaged
CUST107566,None,Very Satisfied,None,None,No,Active
CUST107567,None,Dissatisfied,None,None,No,Engaged
CUST107568,None,Satisfied,None,None,No,Loyal
CUST107569,None,Very Dissatisfied,None,None,No,Engaged
CUST107570,None,Very Dissatisfied,None,None,No,Active
CUST107571,None,Very Satisfied,None,None,No,Loyal
CUST107572,None,Neutral,None,None,No,Engaged
CUST107573,None,Dissatisfied,None,None,No,Engaged
CUST107574,None,Dissatisfied,None,None,No,Loyal
CUST107575,None,Very Dissatisfied,None,None,No,Active
CUST107576,None,Dissatisfied,None,None,No,Engaged
CUST107577,None,Neutral,None,None,No,Engaged
CUST107578,None,Very Satisfied,None,None,No,Engaged
CUST107579,None,Dissatisfied,None,None,No,Loyal
CUST107580,None,Dissatisfied,None,None,No,Engaged
CUST107581,None,Very Satisfied,None,None,No,Engaged
CUST107582,None,Neutral,None,None,No,Loyal
CUST107583,None,Very Satisfied,None,None,No,Loyal
CUST107584,None,Neutral,None,None,No,Engaged
CUST107585,None,Very Dissatisfied,None,None,No,Active
CUST107586,None,Satisfied,None,None,No,Active
CUST107587,None,Very Dissatisfied,None,None,No,Engaged
CUST107588,None,Neutral,None,None,No,Active
CUST107589,None,Neutral,None,None,No,Engaged
CUST107590,None,Dissatisfied,None,None,No,Loyal
CUST107591,Poor product quality,Satisfied,Damaged products,Improve product quality,Yes,Inactive
CUST107592,Delivery issues,Very Satisfied,None,Enhance delivery service,No,Inactive
CUST107593,Delivery issues,Neutral,Payment issues,Improve product quality,No,Downgrade
CUST107594,None,Dissatisfied,None,None,No,Loyal
CUST107595,None,Very Dissatisfied,None,None,No,Engaged
CUST107596,Other,Neutral,Late deliveries,Lower prices,Yes,Voluntary
CUST107597,None,Very Dissatisfied,None,None,No,Engaged
CUST107598,None,Very Satisfied,None,None,No,Loyal
CUST107599,None,Satisfied,None,None,No,Engaged
CUST107600,None,Dissatisfied,None,None,No,Active
CUST107601,None,Satisfied,None,None,No,Engaged
CUST107602,None,Very Satisfied,None,None,No,Engaged
CUST107603,None,Neutral,None,None,No,Engaged
CUST107604,None,Very Satisfied,None,None,No,Loyal
CUST107605,None,Very Satisfied,None,None,No,Active
CUST107606,None,Very Dissatisfied,None,None,No,Engaged
CUST107607,None,Very Dissatisfied,None,None,No,Active
CUST107608,None,Very Satisfied,None,None,No,Active
CUST107609,High prices,Satisfied,Payment issues,Improve product quality,No,Involuntary
CUST107610,None,Very Dissatisfied,None,None,No,Engaged
CUST107611,None,Very Dissatisfied,None,None,No,Engaged
CUST107612,None,Very Dissatisfied,None,None,No,Loyal
CUST107613,None,Dissatisfied,None,None,No,Active
CUST107614,None,Dissatisfied,None,None,No,Active
CUST107615,None,Dissatisfied,None,None,No,Engaged
CUST107616,None,Very Dissatisfied,None,None,No,Loyal
CUST107617,None,Dissatisfied,None,None,No,Loyal
CUST107618,None,Neutral,None,None,No,Active
CUST107619,None,Very Satisfied,None,None,No,Loyal
CUST107620,None,Neutral,None,None,No,Engaged
CUST107621,Limited selection,Dissatisfied,Late deliveries,Improve product quality,No,Inactive
CUST107622,None,Satisfied,None,None,No,Active
CUST107623,None,Dissatisfied,None,None,No,Engaged
CUST107624,None,Dissatisfied,None,None,No,Active
CUST107625,None,Satisfied,None,None,No,Active
CUST107626,None,Satisfied,None,None,No,Loyal
CUST107627,None,Very Dissatisfied,None,None,No,Loyal
CUST107628,High prices,Very Satisfied,Late deliveries,Better customer support,No,Involuntary
CUST107629,None,Dissatisfied,None,None,No,Engaged
CUST107630,None,Satisfied,None,None,No,Engaged
CUST107631,None,Neutral,None,None,No,Active
CUST107632,None,Satisfied,None,None,No,Engaged
CUST107633,None,Very Dissatisfied,None,None,No,Active
CUST107634,None,Very Dissatisfied,None,None,No,Active
CUST107635,None,Very Dissatisfied,None,None,No,Engaged
CUST107636,None,Very Satisfied,None,None,No,Active
CUST107637,Poor product quality,Dissatisfied,Payment issues,Improve product quality,No,Involuntary
CUST107638,None,Very Satisfied,None,None,No,Engaged
CUST107639,None,Satisfied,None,None,No,Active
CUST107640,None,Neutral,None,None,No,Engaged
CUST107641,None,Neutral,None,None,No,Loyal
CUST107642,None,Very Satisfied,None,None,No,Engaged
CUST107643,Better options elsewhere,Very Satisfied,Payment issues,Lower prices,No,Downgrade
CUST107644,None,Very Satisfied,None,None,No,Active
CUST107645,None,Satisfied,None,None,No,Engaged
CUST107646,None,Dissatisfied,None,None,No,Active
CUST107647,None,Very Dissatisfied,None,None,No,Engaged
CUST107648,None,Neutral,None,None,No,Active
CUST107649,None,Very Satisfied,None,None,No,Active
CUST107650,None,Satisfied,None,None,No,Loyal
CUST107651,None,Neutral,None,None,No,Active
CUST107652,Limited selection,Very Satisfied,None,Increase selection,Yes,Involuntary
CUST107653,None,Very Dissatisfied,None,None,No,Active
CUST107654,None,Very Satisfied,None,None,No,Loyal
CUST107655,Better options elsewhere,Satisfied,Customer service problems,Enhance delivery service,Yes,Downgrade
CUST107656,None,Very Satisfied,None,None,No,Active
CUST107657,None,Neutral,None,None,No,Loyal
CUST107658,None,Very Satisfied,None,None,No,Loyal
CUST107659,None,Satisfied,None,None,No,Engaged
CUST107660,None,Satisfied,None,None,No,Engaged
CUST107661,None,Very Satisfied,None,None,No,Active
CUST107662,Poor product quality,Very Dissatisfied,Payment issues,Lower prices,No,Downgrade
CUST107663,None,Satisfied,None,None,No,Active
