CustomerID,TimeSpentOnPages,PagesVisited,SessionDetails
CUST128840,56.3022,14,Logged in
CUST122283,59.6391,3,Left site
CUST114372,66.7471,15,Logged in
CUST100818,31.9295,30,Left site
CUST117411,69.464,31,Guest session
CUST108901,50.7734,17,Guest session
CUST105658,16.8639,32,Logged in
CUST131594,65.3576,28,Subscribed to newsletter
CUST102429,104.293,17,Left site
CUST120809,43.9645,17,Guest session
CUST116648,102.024,8,Searched for products
CUST123950,0.569292,26,Guest session
CUST109690,76.4772,49,Logged out
CUST121739,96.1635,33,Left site
CUST130165,110.594,21,Subscribed to newsletter
CUST132275,97.6988,19,Added to cart
CUST125119,98.9279,40,Browsed categories
CUST122592,106.783,13,Logged out
CUST115779,95.3903,38,Added to cart
CUST120910,48.5305,6,Added to cart
CUST115249,18.7129,12,Checked out
CUST103614,71.6194,5,Guest session
CUST115834,30.0914,10,Browsed categories
CUST115700,66.9914,12,Added to cart
CUST113237,29.5006,49,Subscribed to newsletter
CUST100409,97.8119,35,Logged out
CUST102077,63.2132,19,Guest session
CUST126169,67.5385,39,Left site
CUST108273,88.9935,4,Left site
CUST126118,60.2591,35,Browsed categories
CUST127218,55.0002,26,Viewed product details
CUST100468,38.6253,15,Searched for products
CUST131592,53.3591,11,Logged in
CUST126363,94.5697,26,Added to cart
CUST116030,70.4086,44,Viewed product details
CUST109688,57.626,45,Left site
CUST113121,50.6785,20,Checked out
CUST130796,14.497,23,Added to cart
CUST115205,35.5072,42,Browsed categories
CUST106204,66.7762,38,Left site
CUST131328,17.8814,22,Checked out
CUST109743,43.8733,28,Browsed categories
CUST117229,110.941,21,Checked out
CUST107987,7.61522,39,Logged in
CUST106026,74.1796,42,Guest session
CUST125752,114.551,4,Guest session
CUST113626,109.347,6,Left site
CUST120787,74.9199,21,Guest session
CUST113764,58.0053,27,Added to cart
CUST124701,0.831874,30,Checked out
CUST115442,107.812,11,Viewed product details
CUST125841,14.632,3,Logged out
CUST113395,19.9492,15,Subscribed to newsletter
CUST120113,51.4262,40,Left site
CUST108186,104.296,5,Guest session
CUST100354,94.825,38,Logged out
CUST130396,118.209,6,Subscribed to newsletter
CUST115340,9.35482,40,Guest session
CUST105078,32.575,3,Subscribed to newsletter
CUST103515,45.095,35,Checked out
CUST113509,35.9995,34,Viewed product details
CUST124032,102.433,48,Added to cart
CUST101996,16.1856,31,Left site
CUST100368,27.5568,29,Left site
CUST119058,72.0206,36,Searched for products
CUST125092,102.152,15,Logged in
CUST130721,24.8398,37,Logged out
CUST113368,54.2234,50,Checked out
CUST102056,79.8761,9,Viewed product details
CUST115917,55.6676,25,Subscribed to newsletter
CUST115577,8.88801,22,Left site
CUST111782,1.98431,46,Added to cart
CUST100523,80.5143,27,Logged out
CUST100110,61.7143,39,Guest session
CUST123290,33.7494,35,Logged in
CUST130481,105.529,8,Browsed categories
CUST124899,38.1731,50,Added to cart
CUST107967,46.5392,31,Logged in
CUST121320,55.8354,34,Left site
CUST126572,16.2731,29,Subscribed to newsletter
CUST112978,114.314,3,Logged in
CUST118642,17.845,2,Logged out
CUST129418,56.9987,1,Viewed product details
CUST130957,12.3198,6,Logged out
CUST114238,85.0439,13,Left site
CUST113406,79.7412,28,Guest session
CUST109026,59.4823,37,Added to cart
CUST104969,57.378,13,Left site
CUST113709,73.0818,25,Viewed product details
CUST128887,89.1467,38,Viewed product details
CUST114840,21.3314,7,Logged in
CUST124693,54.7048,2,Guest session
CUST117986,84.6719,40,Logged out
CUST113715,29.2636,27,Logged out
CUST118671,90.3538,33,Logged out
CUST106534,101.054,14,Browsed categories
CUST110180,24.5335,29,Left site
CUST112838,24.5007,15,Checked out
CUST128237,21.5357,18,Left site
CUST122609,23.5889,7,Subscribed to newsletter
CUST103159,69.2963,38,Subscribed to newsletter
CUST124166,116.408,19,Logged out
CUST109334,28.505,43,Checked out
CUST126314,111.856,36,Searched for products
CUST127264,84.9345,22,Viewed product details
CUST119047,39.6027,18,Searched for products
CUST104624,81.448,21,Searched for products
CUST103880,57.1774,13,Added to cart
CUST119716,119.708,11,Subscribed to newsletter
CUST128286,73.2496,46,Left site
CUST123040,41.5502,13,Searched for products
CUST127614,43.1293,9,Logged out
CUST108937,60.591,10,Guest session
CUST131553,99.9417,45,Logged out
CUST127498,34.4496,16,Logged in
CUST114242,43.4576,10,Subscribed to newsletter
CUST103954,6.72901,44,Browsed categories
CUST110628,98.6799,49,Checked out
CUST120916,106.648,46,Viewed product details
CUST107529,76.0249,33,Left site
CUST114886,45.3576,28,Left site
CUST102652,40.292,9,Added to cart
CUST101155,1.47009,18,Guest session
CUST102152,98.2349,37,Checked out
CUST107881,27.7465,11,Logged in
CUST122303,21.8748,32,Viewed product details
CUST114267,10.4927,23,Searched for products
CUST129716,21.9843,20,Left site
CUST123904,62.1373,12,Logged in
CUST116737,42.7391,28,Searched for products
CUST111138,32.4875,25,Logged in
CUST115394,87.0971,49,Logged in
CUST102608,50.6822,11,Searched for products
CUST117144,19.322,19,Logged out
CUST131804,66.3422,8,Logged in
CUST127783,39.7486,2,Logged in
CUST132190,62.8813,48,Searched for products
CUST128152,39.1578,11,Guest session
CUST129327,106.524,35,Guest session
CUST104472,103.428,34,Logged in
CUST109423,111.514,30,Added to cart
CUST115542,17.2906,46,Logged in
CUST121344,38.4904,15,Subscribed to newsletter
CUST101897,37.8522,24,Browsed categories
CUST120585,48.0819,18,Viewed product details
CUST125032,69.7266,38,Checked out
CUST112244,12.1484,10,Added to cart
CUST119216,109.92,47,Browsed categories
CUST101487,55.7515,32,Searched for products
CUST106146,50.3576,15,Checked out
CUST113647,98.2823,4,Browsed categories
CUST118787,33.133,12,Guest session
CUST120104,66.7835,22,Viewed product details
CUST129306,43.9098,19,Logged out
CUST132118,64.4823,44,Logged out
CUST112181,58.0491,20,Browsed categories
CUST102136,16.47,36,Subscribed to newsletter
CUST111396,22.3854,12,Searched for products
CUST124112,107.104,21,Guest session
CUST115132,31.2184,26,Browsed categories
CUST113636,97.0788,25,Guest session
CUST131157,98.9826,49,Guest session
CUST114752,29.6866,32,Left site
CUST102477,7.60063,4,Logged in
CUST119345,55.7806,36,Left site
CUST121987,65.0439,39,Guest session
CUST120011,94.3983,9,Logged out
CUST126941,26.5357,9,Added to cart
CUST101477,46.098,24,Logged in
CUST121794,2.49854,50,Logged out
CUST101656,80.9702,16,Logged in
CUST110240,7.14841,19,Logged out
CUST112963,45.3394,47,Viewed product details
CUST129640,59.7923,10,Logged out
CUST118794,18.6436,44,Searched for products
CUST125709,2.30889,19,Checked out
CUST101330,108.53,15,Browsed categories
CUST126217,108.33,13,Subscribed to newsletter
CUST118982,81.5938,5,Guest session
CUST123863,94.0665,12,Left site
CUST125782,24.8544,16,Guest session
CUST127098,115.897,41,Left site
CUST122546,6.37526,34,Viewed product details
CUST116725,50.0659,14,Viewed product details
CUST115539,49.6027,45,Subscribed to newsletter
CUST104913,42.1228,30,Checked out
CUST111987,62.863,40,Searched for products
CUST132762,55.5181,16,Browsed categories
CUST119696,82.5858,19,Viewed product details
CUST108130,92.4071,15,Viewed product details
CUST117998,113.173,1,Subscribed to newsletter
CUST106300,11.1163,30,Checked out
CUST131090,41.5903,22,Guest session
CUST117698,15.8428,24,Checked out
CUST108871,104.624,27,Logged in
CUST127376,25.9777,23,Subscribed to newsletter
CUST106780,116.328,17,Logged in
CUST100295,76.1781,10,Left site
CUST109284,84.6573,35,Guest session
CUST101771,74.0847,40,Guest session
CUST119604,66.3277,8,Left site
CUST127109,110.74,13,Browsed categories
CUST122473,96.2802,4,Subscribed to newsletter
CUST131938,9.2053,34,Browsed categories
CUST116512,72.4254,3,Searched for products
CUST132178,23.3628,38,Viewed product details
CUST117948,73.5012,8,Logged in
CUST111498,57.8704,14,Checked out
CUST102884,34.672,43,Searched for products
CUST129474,38.3555,35,Viewed product details
CUST117506,95.2772,9,Left site
CUST106168,117.268,7,Subscribed to newsletter
CUST130245,65.281,18,Searched for products
CUST102315,117.91,27,Guest session
CUST117407,41.9258,6,Viewed product details
CUST112096,9.19071,20,Logged in
CUST120136,25.551,3,Guest session
CUST122144,96.5464,8,Guest session
CUST108857,88.1,12,Checked out
CUST109112,92.5092,21,Guest session
CUST113970,18.8296,35,Added to cart
CUST106873,54.5553,21,Viewed product details
CUST131253,0.693289,33,Logged in
CUST113974,83.0563,29,Logged in
CUST129672,46.9258,11,Left site
CUST103496,93.9461,2,Viewed product details
CUST128823,109.796,16,Guest session
CUST102541,24.5918,18,Left site
CUST116624,25.0623,44,Browsed categories
CUST111972,114.351,13,Logged out
CUST102181,9.11777,7,Viewed product details
CUST128563,64.7558,39,Viewed product details
CUST107213,35.8062,5,Viewed product details
CUST105698,66.9951,50,Logged in
CUST128803,4.942,2,Guest session
CUST114781,111.473,6,Subscribed to newsletter
CUST106246,105.015,18,Subscribed to newsletter
CUST117526,89.1248,8,Checked out
CUST121368,55.5582,10,Browsed categories
CUST102784,86.9002,18,Added to cart
CUST111423,97.2575,40,Searched for products
CUST129173,40.9339,15,Subscribed to newsletter
CUST110374,25.1826,8,Browsed categories
CUST109649,61.8857,9,Left site
CUST101053,89.2671,9,Viewed product details
CUST124468,118.016,34,Subscribed to newsletter
CUST100789,57.4218,29,Left site
CUST115652,31.8821,28,Viewed product details
CUST120069,26.3752,2,Checked out
CUST109833,29.7888,33,Logged out
CUST125288,112.192,15,Guest session
CUST117520,51.3861,35,Checked out
CUST103900,95.9483,5,Logged out
CUST101993,89.9563,28,Left site
CUST100901,100.161,8,Viewed product details
CUST116136,9.89093,37,Left site
CUST128328,25.3176,46,Guest session
CUST115687,36.4007,31,Subscribed to newsletter
CUST111632,17.1885,19,Browsed categories
CUST104259,5.31399,18,Added to cart
CUST102284,52.7354,40,Checked out
CUST118618,2.16666,44,Logged out
CUST101263,78.7711,31,Searched for products
CUST119764,119.927,40,Added to cart
CUST116015,105.788,20,Searched for products
CUST117463,52.3853,39,Logged in
CUST123207,17.958,20,Checked out
CUST102289,76.8054,34,Browsed categories
CUST101109,55.3503,48,Logged in
CUST112818,79.6901,38,Left site
CUST131612,56.3058,42,Browsed categories
CUST110319,91.2692,12,Logged out
CUST113123,89.0227,44,Added to cart
CUST119680,58.1731,21,Logged in
CUST100148,82.3123,28,Added to cart
CUST112291,49.2963,50,Checked out
CUST122686,9.05942,13,Subscribed to newsletter
CUST122391,58.3299,28,Checked out
CUST108019,24.8544,39,Checked out
CUST105377,120,19,Browsed categories
CUST101515,83.8185,49,Logged in
CUST127883,22.9799,17,Browsed categories
CUST131072,107.123,21,Left site
CUST103200,53.5195,36,Logged in
CUST108432,106.685,1,Subscribed to newsletter
CUST120626,21.2147,16,Guest session
CUST127806,25.0586,49,Added to cart
CUST123540,32.5021,36,Logged in
CUST113232,8.51602,16,Browsed categories
CUST115871,24.3292,23,Logged out
CUST125394,37.8011,46,Left site
CUST110513,89.5078,24,Searched for products
CUST115474,111.586,42,Browsed categories
CUST114602,40.2592,2,Viewed product details
CUST109090,26.6086,13,Logged out
CUST118893,2.45477,37,Subscribed to newsletter
CUST132186,69.0045,11,Browsed categories
CUST124005,9.0266,48,Browsed categories
CUST108243,107.312,43,Checked out
CUST105214,26.5794,34,Checked out
CUST120045,74.6719,16,Viewed product details
CUST112423,56.6742,39,Checked out
CUST118473,47.7355,25,Searched for products
CUST112087,72.8375,30,Left site
CUST126928,41.7107,29,Viewed product details
CUST128133,32.1921,14,Searched for products
CUST122154,119.158,5,Subscribed to newsletter
CUST124846,81.3641,12,Subscribed to newsletter
CUST115784,95.4049,36,Browsed categories
CUST123219,119.974,21,Logged out
CUST108891,35.7187,44,Checked out
CUST124792,36.408,39,Logged in
CUST116186,110.124,48,Subscribed to newsletter
CUST105126,18.2315,44,Checked out
CUST128769,44.8908,39,Guest session
CUST109673,100.777,6,Logged out
CUST113740,82.7791,12,Subscribed to newsletter
CUST124371,29.4569,15,Added to cart
CUST116223,105.89,26,Logged in
CUST114168,33.2497,4,Left site
CUST103330,28.257,46,Left site
CUST131184,119.347,13,Subscribed to newsletter
CUST107133,24.1214,17,Logged in
CUST132057,40.0367,48,Logged in
CUST109600,113.855,40,Guest session
CUST127058,51.2365,18,Left site
CUST128222,63.6216,9,Added to cart
CUST103936,72.7171,46,Browsed categories
CUST109133,76.7033,15,Left site
CUST119693,118.045,5,Added to cart
CUST119240,5.99232,29,Searched for products
CUST101540,82.1591,50,Checked out
CUST116462,75.2262,44,Added to cart
CUST110710,81.7033,8,Logged out
CUST117280,1.83479,49,Browsed categories
CUST118840,33.4758,17,Viewed product details
CUST106246,106.568,33,Viewed product details
CUST116130,24.6137,42,Subscribed to newsletter
CUST113418,107.702,29,Subscribed to newsletter
CUST125298,40.4525,22,Left site
CUST132059,21.532,16,Searched for products
CUST121319,6.05797,29,Viewed product details
CUST105964,62.006,16,Viewed product details
CUST119111,21.9843,20,Left site
CUST117491,17.524,38,Logged out
CUST101466,77.1591,26,Left site
CUST120938,16.9879,21,Added to cart
CUST114924,75.5217,27,Browsed categories
CUST106001,55.9739,13,Logged in
CUST107598,56.8018,41,Left site
CUST101482,75.642,12,Guest session
CUST131542,13.9974,41,Logged out
CUST117564,116.291,4,Logged out
CUST123226,24.5699,43,Logged out
CUST124945,67.6442,38,Added to cart
CUST114105,97.7754,37,Logged in
CUST103608,91.2838,24,Checked out
CUST117587,96.7141,38,Logged out
CUST128452,42.3051,8,Logged out
CUST118412,93.5741,47,Logged in
CUST131338,41.1199,6,Checked out
CUST131661,82.5421,24,Logged in
CUST125991,44.5006,49,Logged out
CUST102018,6.41173,48,Viewed product details
CUST109303,88.7492,5,Left site
CUST102045,96.8892,27,Logged in
CUST130591,10.1061,18,Subscribed to newsletter
CUST108562,94.5551,4,Browsed categories
CUST102789,76.3313,44,Browsed categories
CUST110809,97.0497,20,Subscribed to newsletter
CUST109267,19.942,40,Searched for products
CUST124399,47.9287,14,Logged out
CUST124919,58.1986,9,Added to cart
CUST111061,17.2067,32,Browsed categories
CUST101798,75.7076,27,Browsed categories
CUST131855,78.5887,26,Added to cart
CUST124372,76.7726,25,Viewed product details
CUST111270,22.3818,11,Browsed categories
CUST110141,114.905,40,Logged in
CUST129703,99.1248,27,Added to cart
CUST104160,58.0126,40,Searched for products
CUST130210,45.3576,24,Added to cart
CUST118910,25.8026,16,Subscribed to newsletter
CUST120876,96.1233,12,Checked out
CUST109344,65.3466,34,Logged in
CUST119133,40.6202,30,Searched for products
CUST115854,20.8537,15,Added to cart
CUST100179,25.5875,24,Subscribed to newsletter
CUST116441,75.6201,16,Guest session
CUST113325,118.815,43,Logged in
CUST112338,54.1468,49,Viewed product details
CUST107537,66.8929,5,Left site
CUST119440,113.508,3,Logged out
CUST121510,83.6434,37,Searched for products
CUST131054,75.3247,45,Added to cart
CUST117402,40.2045,8,Guest session
CUST117514,27.4839,37,Browsed categories
CUST113566,44.3474,10,Guest session
CUST128200,44.5371,22,Logged out
CUST124773,18.9354,21,Added to cart
CUST102733,102.247,4,Browsed categories
CUST106536,72.119,44,Guest session
CUST112260,66.8784,42,Logged in
CUST100133,105.667,19,Guest session
CUST113308,117.637,21,Searched for products
CUST119580,95.5362,27,Checked out
CUST131720,48.815,50,Viewed product details
CUST108240,88.5924,3,Checked out
CUST123006,80.6055,15,Browsed categories
CUST128908,35.0185,47,Viewed product details
CUST131705,71.634,36,Added to cart
CUST131996,53.9499,6,Viewed product details
CUST127159,1.13457,50,Subscribed to newsletter
CUST121039,56.7471,45,Searched for products
CUST105531,47.8704,40,Searched for products
CUST125692,42.4802,43,Added to cart
CUST130380,26.6779,4,Logged out
CUST113273,109.613,4,Added to cart
CUST115188,94.7557,36,Browsed categories
CUST101029,64.3401,3,Viewed product details
CUST101506,98.5996,20,Viewed product details
CUST108640,59.6464,32,Checked out
CUST115209,71.1453,20,Subscribed to newsletter
CUST114830,114.045,35,Browsed categories
CUST125151,86.6011,50,Added to cart
CUST116376,63.4648,8,Added to cart
CUST104222,70.456,2,Searched for products
CUST125675,65.9083,46,Subscribed to newsletter
CUST127270,42.6808,14,Guest session
CUST106871,105.201,21,Browsed categories
CUST112665,77.1154,1,Viewed product details
CUST112689,47.4911,35,Left site
CUST125022,96.5537,33,Browsed categories
CUST130449,11.4336,47,Left site
CUST124959,100.992,25,Searched for products
CUST128788,96.0285,15,Logged out
CUST116171,112.093,8,Subscribed to newsletter
CUST108475,63.6581,28,Logged in
CUST132756,72.8229,5,Browsed categories
CUST124555,53.8551,33,Guest session
CUST132337,60.7697,15,Logged in
CUST115979,57.1811,14,Logged in
CUST122654,98.1656,32,Logged in
CUST132553,61.3678,42,Checked out
CUST128407,36.5867,32,Guest session
CUST107221,33.0856,18,Viewed product details
CUST129441,113.837,8,Guest session
CUST123972,93.9498,3,Viewed product details
CUST101314,32.0207,22,Added to cart
CUST100015,54.1614,14,Added to cart
CUST125507,22.3307,25,Searched for products
CUST127409,96.4005,7,Logged out
CUST110517,72.4655,44,Logged out
CUST130668,100.339,1,Subscribed to newsletter
CUST106857,65.2846,46,Added to cart
CUST118277,117.389,31,Guest session
CUST101878,111.645,16,Searched for products
CUST110628,83.6252,15,Added to cart
CUST113592,1.88585,28,Subscribed to newsletter
CUST104821,85.383,6,Checked out
CUST124747,46.5721,6,Browsed categories
CUST109097,102.057,25,Checked out
CUST119316,79.8397,9,Guest session
CUST115830,62.5859,5,Viewed product details
CUST123064,90.9957,37,Browsed categories
CUST111378,96.1233,41,Searched for products
CUST117154,94.278,29,Logged out
CUST122812,20.8792,2,Browsed categories
CUST119682,73.3079,8,Subscribed to newsletter
CUST104884,102.695,50,Checked out
CUST107465,119.723,1,Left site
CUST126014,95.7514,30,Logged out
CUST105774,49.0009,11,Added to cart
CUST132387,30.9922,42,Searched for products
CUST118316,46.9951,48,Left site
CUST109359,3.74215,35,Searched for products
CUST126849,76.6084,8,Browsed categories
CUST115892,35.9959,38,Logged out
CUST127664,76.189,40,Logged in
CUST126469,13.3884,20,Logged out
CUST106624,113.125,10,Checked out
CUST106493,55.3868,38,Viewed product details
CUST116603,14.5773,20,Browsed categories
CUST124534,4.13237,50,Logged in
CUST129649,28.9609,11,Logged out
CUST108242,63.4976,13,Logged out
CUST122610,8.55979,30,Browsed categories
CUST128629,78.8003,27,Left site
CUST101335,100.875,6,Added to cart
CUST131400,86.2401,26,Subscribed to newsletter
CUST128954,80.6128,13,Searched for products
CUST131128,100.503,40,Browsed categories
CUST128889,70.9046,4,Browsed categories
CUST114613,96.5427,1,Left site
CUST117943,24.6976,36,Viewed product details
CUST112180,66.087,1,Browsed categories
CUST115803,117.316,40,Subscribed to newsletter
CUST109229,29.2891,41,Searched for products
CUST124175,18.7312,8,Checked out
CUST125725,1.58679,25,Added to cart
CUST110018,33.02,27,Viewed product details
CUST103173,35.2592,41,Logged in
CUST123942,42.0024,42,Browsed categories
CUST123370,96.6485,40,Guest session
CUST127795,77.0461,28,Logged in
CUST106963,18.0674,47,Viewed product details
CUST121250,9.61011,25,Guest session
CUST105935,2.44383,31,Logged out
CUST108659,33.4394,17,Logged in
CUST108652,7.58605,39,Viewed product details
CUST102760,26.4263,45,Logged out
CUST111168,41.6669,8,Guest session
CUST132488,62.7245,8,Logged in
CUST127076,55.405,7,Logged in
CUST123804,43.4867,27,Added to cart
CUST103155,28.4138,47,Guest session
CUST112309,119.333,40,Logged in
CUST101264,10.748,17,Searched for products
CUST132260,111.973,46,Left site
CUST123869,119.646,35,Searched for products
CUST109697,86.0431,46,Guest session
CUST107525,13.4285,19,Added to cart
CUST120101,39.621,42,Viewed product details
CUST117044,113.129,24,Viewed product details
CUST125872,27.9215,30,Logged in
CUST117785,30.7698,13,Logged out
CUST111107,3.18416,3,Guest session
CUST112491,59.8616,50,Logged out
CUST122183,87.7536,12,Guest session
CUST118368,111.561,43,Checked out
CUST115812,85.3429,20,Subscribed to newsletter
CUST115511,40.0258,50,Searched for products
CUST106123,22.9799,39,Checked out
CUST130480,42.4765,13,Logged in
CUST119213,50.6567,50,Searched for products
CUST127375,58.4065,13,Browsed categories
CUST119041,57.1446,36,Logged out
CUST132381,80.0257,41,Left site
CUST101250,77.5129,36,Searched for products
CUST100263,59.3401,12,Checked out
CUST125551,58.3226,15,Subscribed to newsletter
CUST112637,9.47882,33,Checked out
CUST122825,56.0359,28,Checked out
CUST121587,61.1563,49,Added to cart
CUST132312,32.0608,2,Viewed product details
CUST123364,115.835,5,Viewed product details
CUST116903,81.0468,2,Searched for products
CUST106794,51.6012,42,Left site
CUST110211,16.8129,39,Logged in
CUST104103,3.70203,27,Subscribed to newsletter
CUST105600,108.501,15,Checked out
CUST114751,2.78665,20,Left site
CUST113140,98.8877,23,Checked out
CUST131675,46.3058,44,Guest session
CUST122361,89.9089,43,Subscribed to newsletter
CUST106088,5.63128,24,Browsed categories
CUST101872,68.8623,7,Searched for products
CUST112983,85.8608,43,Browsed categories
CUST101369,106.791,2,Browsed categories
CUST127515,45.7807,15,Checked out
CUST128380,34.052,27,Logged in
CUST100397,46.0506,30,Searched for products
CUST127395,27.1009,1,Searched for products
CUST102923,18.5561,8,Searched for products
CUST126941,74.9272,32,Logged in
CUST115636,66.4553,14,Added to cart
CUST128605,117.684,15,Logged in
CUST116013,102.4,27,Logged in
CUST131224,21.0433,27,Browsed categories
CUST104704,39.4751,40,Browsed categories
CUST126411,103.188,19,Checked out
CUST103096,56.7945,24,Checked out
CUST130931,63.5049,9,Left site
CUST122215,103.297,36,Left site
CUST124883,17.5094,27,Subscribed to newsletter
CUST102944,73.7164,8,Left site
CUST125042,52.885,35,Left site
CUST122493,59.289,27,Subscribed to newsletter
CUST131226,99.2561,33,Added to cart
CUST113433,75.5654,18,Checked out
CUST109529,111.656,30,Guest session
CUST111127,103.986,6,Checked out
CUST110724,89.6463,44,Added to cart
CUST112026,88.5997,47,Logged in
CUST130607,51.6486,42,Logged in
CUST132683,7.48758,11,Browsed categories
CUST105527,83.9644,1,Logged out
CUST109014,18.877,38,Added to cart
CUST108600,105.974,23,Logged out
CUST127341,84.4275,5,Logged out
CUST124055,68.5085,4,Guest session
CUST102467,25.7042,48,Left site
CUST120570,107.458,41,Added to cart
CUST115218,13.8734,32,Checked out
CUST128714,55.0075,9,Browsed categories
CUST131479,58.5487,45,Added to cart
CUST125880,101.098,44,Logged in
CUST118544,49.3146,42,Added to cart
CUST121909,95.569,9,Logged in
CUST100037,110.996,13,Viewed product details
CUST117753,119.982,40,Subscribed to newsletter
CUST116604,77.5457,6,Added to cart
CUST100989,58.6216,29,Browsed categories
CUST125187,116.178,31,Guest session
CUST110976,80.7259,35,Added to cart
CUST131754,111.645,10,Viewed product details
CUST111494,2.34172,16,Logged out
CUST131525,81.2219,29,Added to cart
CUST129620,37.4291,10,Checked out
CUST118831,66.8893,19,Searched for products
CUST103798,70.1023,44,Searched for products
CUST101058,102.174,40,Left site
CUST129209,77.0935,3,Browsed categories
CUST116704,14.7049,3,Viewed product details
CUST117425,27.3927,39,Logged in
CUST126446,20.4416,10,Browsed categories
CUST115508,95.569,43,Added to cart
CUST104915,78.0964,37,Left site
CUST104925,113.282,24,Guest session
CUST103805,35.2373,14,Searched for products
CUST132234,51.4882,34,Logged in
CUST122460,88.0854,46,Added to cart
CUST116191,99.3327,13,Logged out
CUST113637,1.50291,26,Browsed categories
CUST117697,100.708,41,Added to cart
CUST124433,76.6559,28,Viewed product details
CUST122331,21.543,16,Subscribed to newsletter
CUST113628,42.3635,25,Guest session
CUST121884,13.7385,32,Checked out
CUST100806,52.6734,44,Added to cart
CUST101687,75.8061,22,Browsed categories
CUST122965,86.0541,37,Logged in
CUST130338,27.1958,11,Browsed categories
CUST129681,16.8457,5,Subscribed to newsletter
CUST125848,35.3175,6,Logged in
CUST111750,119.854,15,Checked out
CUST117399,22.225,18,Browsed categories
CUST102853,96.1452,21,Searched for products
CUST117986,102.028,15,Added to cart
CUST119780,85.5362,45,Viewed product details
CUST132224,17.4438,17,Left site
CUST106746,80.7514,48,Left site
CUST102715,85.0803,23,Browsed categories
CUST113188,13.7895,20,Logged out
CUST122658,64.3765,44,Left site
CUST115202,36.4809,14,Guest session
CUST128263,13.2425,20,Logged out
CUST103226,39.187,11,Left site
CUST119554,23.392,31,Left site
CUST108276,80.7441,21,Searched for products
CUST123116,30.3504,15,Searched for products
CUST101213,56.572,47,Added to cart
CUST126181,56.6559,27,Added to cart
CUST125477,38.9572,13,Checked out
CUST113103,51.7471,37,Logged in
CUST106240,94.5479,30,Browsed categories
CUST105937,45.5436,35,Searched for products
CUST122409,57.0024,18,Searched for products
CUST110805,18.206,44,Checked out
CUST125658,91.3786,29,Logged out
CUST101129,83.596,18,Searched for products
CUST122325,18.6473,34,Searched for products
CUST103266,30.3869,9,Logged out
CUST130014,29.4459,30,Guest session
CUST122388,13.4394,47,Left site
CUST105534,38.494,49,Left site
CUST105243,5.25929,23,Checked out
CUST106306,69.6902,22,Logged in
CUST103606,39.249,47,Subscribed to newsletter
CUST128186,118.421,31,Guest session
CUST114151,49.5553,47,Browsed categories
CUST111227,88.5231,20,Logged in
CUST119028,24.6648,46,Browsed categories
CUST113374,42.9908,26,Searched for products
CUST130537,116.182,26,Added to cart
CUST127806,51.2912,41,Searched for products
CUST108819,105.241,47,Subscribed to newsletter
CUST100989,111.437,21,Browsed categories
CUST113030,19.1797,47,Browsed categories
CUST118656,27.1958,44,Searched for products
CUST128921,105.864,30,Checked out
CUST104367,77.0497,5,Guest session
CUST129893,46.1709,48,Searched for products
CUST111990,84.7558,36,Added to cart
CUST109385,33.7202,46,Searched for products
CUST130758,118.162,20,Guest session
CUST117353,17.2541,48,Browsed categories
CUST123796,67.6989,8,Guest session
CUST104234,93.2131,28,Viewed product details
CUST103513,16.5357,13,Logged out
CUST129463,16.9916,15,Searched for products
CUST112785,87.9541,23,Subscribed to newsletter
CUST115327,103.403,9,Checked out
CUST111932,8.85519,27,Searched for products
CUST129205,50.8062,26,Subscribed to newsletter
CUST131936,62.5458,20,Viewed product details
CUST112847,110.449,4,Logged out
CUST104069,84.6135,4,Searched for products
CUST107272,59.9491,50,Logged in
CUST119608,87.057,34,Searched for products
CUST121310,44.0374,44,Guest session
CUST103816,1.07622,38,Logged out
CUST102549,55.9156,21,Logged in
CUST116620,92.057,18,Viewed product details
CUST108978,90.8425,1,Guest session
CUST100315,15.2264,1,Added to cart
CUST124288,15.8938,9,Searched for products
CUST122898,97.0351,31,Checked out
CUST106638,111.929,31,Logged in
CUST101202,62.1774,20,Browsed categories
CUST107055,17.2031,5,Guest session
CUST117951,105.846,25,Guest session
CUST129784,16.2184,27,Browsed categories
CUST120322,9.13236,43,Checked out
CUST127814,13.2243,30,Left site
CUST114120,2.14478,11,Logged in
CUST100790,14.4168,10,Logged in
CUST132673,28.8077,31,Added to cart
CUST131499,87.3451,50,Added to cart
CUST111521,42.327,9,Left site
CUST131532,36.4518,26,Checked out
CUST127651,16.8785,46,Searched for products
CUST115331,109.387,19,Browsed categories
CUST118529,33.9536,2,Checked out
CUST117887,104.909,25,Subscribed to newsletter
CUST129533,84.9162,3,Searched for products
CUST116530,109.055,10,Searched for products
CUST106715,67.7099,7,Added to cart
CUST120660,110.963,6,Left site
CUST119653,97.3159,50,Logged out
CUST101726,51.8711,28,Subscribed to newsletter
CUST129638,54.3182,47,Checked out
CUST123920,68.3335,30,Searched for products
CUST122415,44.7413,9,Logged in
CUST118508,93.1037,21,Viewed product details
CUST113941,98.0015,3,Searched for products
CUST121016,8.70566,22,Added to cart
CUST127473,59.0775,22,Logged in
CUST119296,114.716,10,Logged out
CUST109214,33.3883,23,Subscribed to newsletter
CUST102290,116.185,1,Subscribed to newsletter
CUST110207,69.8324,42,Viewed product details
CUST112896,98.8002,1,Guest session
CUST111862,37.9944,16,Checked out
